Application_ID,Loan_ID,Customer_ID,Application_Date,Approval_Date,Loan_Purpose,Source_Channel,Processing_Fee,Approval_Status,Rejection_Reason
A000086,L000086,C000086,2023-01-15,2022-01-26,Business,Agent,7778,Approved,
A000087,L000087,C000087,2020-12-21,2024-01-25,Education,Branch,4610,Approved,
A000088,L000088,C000088,2019-01-30,2023-01-22,Business,Agent,6519,Approved,
A000089,L000089,C000089,2022-11-11,2023-02-03,Education,Online,7516,Approved,
A000090,L000090,C000090,2023-01-18,2021-08-10,Business,Branch,5498,Approved,
A000091,L000091,C000091,2019-06-04,2021-05-26,Home Renovation,Online,3808,Approved,
A000092,L000092,C000092,2020-11-04,2023-10-27,Home Renovation,Branch,4722,Approved,
A000093,L000093,C000093,2021-02-03,2020-12-22,Business,Online,9220,Approved,
A000094,L000094,C000094,2024-12-09,2021-07-07,Vehicle,Agent,8499,Approved,
A000095,L000095,C000095,2023-12-28,2022-01-28,Education,Branch,6445,Approved,
A000096,L000096,C000096,2023-09-11,2022-08-10,Personal,Online,1722,Approved,
A000097,L000097,C000097,2022-12-22,2021-07-17,Business,Branch,5596,Approved,
A000098,L000098,C000098,2021-08-10,2020-07-10,Vehicle,Branch,8261,Approved,
A000099,L000099,C000099,2019-02-07,2022-02-09,Business,Branch,1774,Approved,
A000100,L000100,C000100,2022-10-24,2021-09-17,Personal,Online,5193,Approved,
A000101,L000101,C000101,2024-04-21,2021-09-28,Education,Branch,1520,Approved,
A000102,L000102,C000102,2022-12-22,2022-12-08,Education,Online,5894,Approved,
A000103,L000103,C000103,2020-08-22,2024-11-02,Home Renovation,Branch,6253,Approved,
A000104,L000104,C000104,2022-10-15,2024-12-29,Home Renovation,Online,2742,Approved,
A000105,L000105,C000105,2024-03-14,2024-10-15,Education,Online,5126,Approved,
A000106,L000106,C000106,2020-10-27,2021-06-17,Home Renovation,Branch,8877,Approved,
A000107,L000107,C000107,2024-03-23,2021-01-15,Home Renovation,Branch,1655,Approved,
A000108,L000108,C000108,2020-07-09,2020-05-06,Home Renovation,Branch,6719,Approved,
A000109,L000109,C000109,2019-10-13,2022-07-13,Home Renovation,Agent,1259,Approved,
A000110,L000110,C000110,2020-01-21,2023-09-17,Business,Branch,3760,Approved,
A000111,L000111,C000111,2024-01-04,2022-10-10,Business,Agent,6554,Approved,
A000112,L000112,C000112,2021-04-01,2024-05-07,Business,Branch,7411,Approved,
A000113,L000113,C000113,2020-03-05,2023-02-05,Home Renovation,Branch,5418,Approved,
A000114,L000114,C000114,2019-12-25,2024-09-22,Education,Agent,4605,Approved,
A000115,L000115,C000115,2022-08-15,2022-07-31,Vehicle,Agent,9871,Approved,
A000116,L000116,C000116,2021-01-18,2021-10-13,Home Renovation,Branch,1715,Approved,
A000117,L000117,C000117,2019-06-30,2020-11-17,Home Renovation,Branch,3842,Approved,
A000118,L000118,C000118,2024-10-16,2020-04-25,Home Renovation,Online,7131,Approved,
A000119,L000119,C000119,2019-12-22,2023-01-16,Home Renovation,Branch,8478,Approved,
A000120,L000120,C000120,2023-09-03,2020-10-13,Vehicle,Online,9905,Approved,
A000121,L000121,C000121,2021-01-07,2020-01-11,Home Renovation,Branch,5762,Approved,
A000122,L000122,C000122,2021-01-01,2020-10-13,Education,Online,4515,Approved,
A000123,L000123,C000123,2023-05-14,2021-03-22,Vehicle,Agent,4637,Approved,
A000124,L000124,C000124,2020-11-01,2021-10-30,Education,Online,1760,Approved,
A000125,L000125,C000125,2024-05-24,2021-05-23,Home Renovation,Agent,9093,Approved,
A000126,L000126,C000126,2019-04-03,2021-12-26,Vehicle,Agent,6845,Approved,
A000127,L000127,C000127,2021-05-20,2022-01-19,Education,Branch,9565,Approved,
A000128,L000128,C000128,2020-02-13,2021-03-16,Vehicle,Online,674,Approved,
A000129,L000129,C000129,2024-09-19,2024-08-30,Education,Agent,7192,Approved,
A000130,L000130,C000130,2024-10-16,2021-12-16,Education,Agent,8250,Approved,
A000131,L000131,C000131,2024-10-07,2020-05-24,Vehicle,Branch,4131,Approved,
A000132,L000132,C000132,2021-01-28,2022-07-16,Personal,Agent,1812,Approved,
A000133,L000133,C000133,2019-03-19,2021-11-15,Education,Branch,2406,Approved,
A000134,L000134,C000134,2021-05-30,2023-07-04,Business,Online,1044,Approved,
A000135,L000135,C000135,2021-12-28,2024-09-26,Education,Online,4343,Approved,
A000136,L000136,C000136,2022-05-10,2021-01-26,Business,Branch,1951,Approved,
A000137,L000137,C000137,2022-07-25,2022-04-05,Home Renovation,Branch,4153,Approved,
A000138,L000138,C000138,2021-11-23,2020-10-24,Business,Branch,5791,Approved,
A000139,L000139,C000139,2021-01-27,2024-05-04,Personal,Online,1203,Approved,
A000140,L000140,C000140,2019-06-29,2021-10-23,Business,Branch,1490,Approved,
A000141,L000141,C000141,2021-05-15,2023-11-23,Personal,Agent,525,Approved,
A000142,L000142,C000142,2021-05-14,2020-10-07,Vehicle,Branch,8161,Approved,
A000143,L000143,C000143,2022-01-22,2024-01-21,Business,Agent,3946,Approved,
A000144,L000144,C000144,2021-01-18,2024-08-28,Education,Agent,1778,Approved,
A000145,L000145,C000145,2022-12-30,2022-06-05,Vehicle,Agent,9334,Approved,
A000146,L000146,C000146,2019-11-11,2024-04-21,Home Renovation,Online,4035,Approved,
A000147,L000147,C000147,2022-03-27,2023-02-12,Home Renovation,Agent,2312,Approved,
A000148,L000148,C000148,2024-04-06,2020-02-08,Vehicle,Branch,5535,Approved,
A000149,L000149,C000149,2019-04-01,2020-11-27,Vehicle,Branch,9713,Approved,
A000150,L000150,C000150,2023-02-01,2021-04-27,Business,Online,2333,Approved,
A000151,L000151,C000151,2019-02-17,2020-08-03,Home Renovation,Online,4407,Approved,
A000152,L000152,C000152,2020-01-08,2021-12-23,Personal,Online,1300,Approved,
A000153,L000153,C000153,2020-09-01,2023-02-22,Business,Online,8434,Approved,
A000154,L000154,C000154,2020-12-17,2020-02-09,Home Renovation,Branch,7818,Approved,
A000155,L000155,C000155,2021-01-08,2024-02-07,Vehicle,Branch,8405,Approved,
A000156,L000156,C000156,2023-12-04,2022-11-11,Home Renovation,Branch,3783,Approved,
A000157,L000157,C000157,2020-10-15,2021-08-27,Personal,Agent,4722,Approved,
A000158,L000158,C000158,2022-11-07,2024-06-03,Home Renovation,Branch,8607,Approved,
A000159,L000159,C000159,2024-04-11,2023-01-09,Vehicle,Agent,3490,Approved,
A000160,L000160,C000160,2024-04-18,2020-08-16,Vehicle,Branch,979,Approved,
A000161,L000161,C000161,2019-12-22,2023-09-27,Vehicle,Branch,1232,Approved,
A000162,L000162,C000162,2024-05-16,2022-07-05,Business,Agent,2856,Approved,
A000163,L000163,C000163,2019-05-13,2022-04-28,Personal,Branch,8559,Approved,
A000164,L000164,C000164,2020-08-10,2020-03-03,Education,Branch,4644,Approved,
A000165,L000165,C000165,2019-01-23,2023-03-25,Vehicle,Branch,3104,Approved,
A000166,L000166,C000166,2019-10-16,2023-12-04,Vehicle,Branch,4895,Approved,
A000167,L000167,C000167,2022-02-23,2024-07-06,Home Renovation,Agent,9970,Approved,
A000168,L000168,C000168,2021-07-20,2021-08-12,Personal,Agent,2484,Approved,
A000169,L000169,C000169,2022-09-25,2024-12-15,Personal,Branch,3643,Approved,
A000170,L000170,C000170,2019-08-19,2021-12-29,Vehicle,Agent,3524,Approved,
A000171,L000171,C000171,2024-10-31,2021-05-21,Personal,Agent,541,Approved,
A000172,L000172,C000172,2024-03-28,2023-10-01,Education,Online,3363,Approved,
A000173,L000173,C000173,2023-05-02,2021-05-24,Home Renovation,Agent,6624,Approved,
A000174,L000174,C000174,2020-06-05,2024-05-09,Vehicle,Online,3993,Approved,
A000175,L000175,C000175,2020-10-04,2024-02-03,Personal,Agent,2217,Approved,
A000176,L000176,C000176,2019-05-07,2022-03-13,Business,Branch,7608,Approved,
A000177,L000177,C000177,2020-04-07,2024-01-15,Education,Branch,1764,Approved,
A000178,L000178,C000178,2020-08-20,2020-04-04,Business,Online,9896,Approved,
A000179,L000179,C000179,2020-11-17,2023-03-12,Education,Branch,9866,Approved,
A000180,L000180,C000180,2020-04-04,2023-12-25,Home Renovation,Branch,7004,Approved,
A000181,L000181,C000181,2023-09-04,2023-04-28,Education,Agent,9591,Approved,
A000182,L000182,C000182,2023-01-15,2020-02-09,Education,Branch,6780,Approved,
A000183,L000183,C000183,2023-10-28,2022-06-14,Business,Agent,9123,Approved,
A000184,L000184,C000184,2020-09-11,2024-10-31,Business,Agent,1734,Approved,
A000185,L000185,C000185,2023-10-22,2024-02-27,Home Renovation,Branch,2966,Approved,
A000186,L000186,C000186,2022-02-02,2023-01-27,Vehicle,Online,879,Approved,
A000187,L000187,C000187,2024-05-01,2021-06-28,Vehicle,Agent,4271,Approved,
A000188,L000188,C000188,2024-01-26,2021-05-06,Business,Branch,3955,Approved,
A000189,L000189,C000189,2024-11-12,2020-09-16,Business,Agent,3357,Approved,
A000190,L000190,C000190,2024-12-04,2023-11-01,Education,Online,6890,Approved,
A000191,L000191,C000191,2022-07-31,2023-08-26,Vehicle,Branch,5255,Approved,
A000192,L000192,C000192,2023-05-23,2021-12-13,Business,Branch,8689,Approved,
A000193,L000193,C000193,2019-09-30,2022-01-24,Business,Branch,2250,Approved,
A000194,L000194,C000194,2024-12-28,2024-02-24,Business,Online,3125,Approved,
A000195,L000195,C000195,2021-07-26,2022-07-02,Personal,Branch,6253,Approved,
A000196,L000196,C000196,2019-04-05,2020-08-04,Business,Online,9381,Approved,
A000197,L000197,C000197,2019-05-26,2023-08-15,Education,Online,5903,Approved,
A000198,L000198,C000198,2020-10-24,2021-02-07,Vehicle,Agent,6534,Approved,
A000199,L000199,C000199,2020-10-05,2023-05-02,Business,Agent,6927,Approved,
A000200,L000200,C000200,2021-11-05,2022-02-05,Vehicle,Branch,9671,Approved,
A000201,L000201,C000201,2023-03-02,2020-10-26,Home Renovation,Online,4213,Approved,
A000202,L000202,C000202,2024-02-21,2021-08-15,Business,Agent,2087,Approved,
A000203,L000203,C000203,2022-02-27,2021-07-30,Personal,Online,2698,Approved,
A000204,L000204,C000204,2019-01-17,2021-05-03,Vehicle,Agent,2849,Approved,
A000205,L000205,C000205,2019-05-18,2024-05-14,Vehicle,Online,1900,Approved,
A000206,L000206,C000206,2019-03-05,2023-01-31,Business,Online,6158,Approved,
A000207,L000207,C000207,2021-02-04,2024-05-15,Home Renovation,Agent,551,Approved,
A000208,L000208,C000208,2019-03-30,2024-01-29,Education,Agent,8307,Approved,
A000209,L000209,C000209,2022-12-03,2024-12-28,Business,Online,3090,Approved,
A000210,L000210,C000210,2021-05-16,2021-05-14,Vehicle,Agent,775,Approved,
A000211,L000211,C000211,2020-08-28,2022-01-03,Vehicle,Agent,4523,Approved,
A000212,L000212,C000212,2023-11-23,2022-12-05,Personal,Agent,7798,Approved,
A000213,L000213,C000213,2019-01-29,2020-06-14,Home Renovation,Branch,2172,Approved,
A000214,L000214,C000214,2024-05-10,2021-05-06,Home Renovation,Online,9556,Approved,
A000215,L000215,C000215,2022-05-22,2020-08-03,Personal,Agent,4502,Approved,
A000216,L000216,C000216,2021-08-29,2023-03-27,Education,Agent,3349,Approved,
A000217,L000217,C000217,2023-06-26,2022-01-28,Home Renovation,Agent,3044,Approved,
A000218,L000218,C000218,2021-05-20,2024-01-05,Home Renovation,Branch,2903,Approved,
A000219,L000219,C000219,2021-09-09,2024-08-20,Business,Agent,2419,Approved,
A000220,L000220,C000220,2019-08-05,2020-12-03,Business,Branch,9891,Approved,
A000221,L000221,C000221,2022-07-27,2023-01-27,Home Renovation,Branch,5501,Approved,
A000222,L000222,C000222,2022-07-10,2024-10-21,Personal,Online,9347,Approved,
A000223,L000223,C000223,2020-10-15,2022-08-13,Education,Agent,3646,Approved,
A000224,L000224,C000224,2022-01-23,2021-05-12,Vehicle,Agent,4381,Approved,
A000225,L000225,C000225,2024-06-09,2023-08-06,Personal,Agent,1046,Approved,
A000226,L000226,C000226,2021-05-07,2020-12-27,Business,Agent,9561,Approved,
A000227,L000227,C000227,2024-06-13,2024-11-17,Business,Online,6900,Approved,
A000228,L000228,C000228,2023-06-08,2024-04-08,Vehicle,Online,5405,Approved,
A000229,L000229,C000229,2019-12-05,2023-01-22,Vehicle,Agent,3219,Approved,
A000230,L000230,C000230,2024-08-20,2022-04-25,Vehicle,Branch,9360,Approved,
A000231,L000231,C000231,2022-06-12,2023-04-29,Personal,Agent,8107,Approved,
A000232,L000232,C000232,2022-10-17,2022-07-22,Business,Online,3776,Approved,
A000233,L000233,C000233,2019-03-03,2023-12-16,Education,Agent,5629,Approved,
A000234,L000234,C000234,2019-02-19,2023-03-04,Education,Branch,8000,Approved,
A000235,L000235,C000235,2024-08-13,2021-10-13,Education,Branch,3086,Approved,
A000236,L000236,C000236,2019-03-12,2022-03-22,Business,Agent,5209,Approved,
A000237,L000237,C000237,2020-09-12,2023-03-20,Personal,Branch,4475,Approved,
A000238,L000238,C000238,2021-01-11,2024-02-29,Business,Online,1047,Approved,
A000239,L000239,C000239,2022-08-28,2024-09-02,Vehicle,Online,7154,Approved,
A000240,L000240,C000240,2022-05-05,2022-06-03,Business,Agent,1559,Approved,
A000241,L000241,C000241,2020-10-23,2023-12-30,Education,Online,5104,Approved,
A000242,L000242,C000242,2019-03-15,2022-04-09,Vehicle,Branch,1085,Approved,
A000243,L000243,C000243,2019-10-29,2024-10-17,Home Renovation,Agent,2241,Approved,
A000244,L000244,C000244,2020-05-21,2023-07-05,Business,Agent,5348,Approved,
A000245,L000245,C000245,2020-07-19,2024-11-21,Vehicle,Branch,9744,Approved,
A000246,L000246,C000246,2020-01-31,2022-09-17,Education,Online,3511,Approved,
A000247,L000247,C000247,2022-06-09,2020-12-15,Personal,Agent,1269,Approved,
A000248,L000248,C000248,2024-04-01,2024-04-22,Education,Online,7012,Approved,
A000249,L000249,C000249,2021-06-08,2024-08-12,Home Renovation,Agent,6298,Approved,
A000250,L000250,C000250,2020-12-13,2024-03-04,Education,Online,5422,Approved,
A000251,L000251,C000251,2023-11-04,2020-07-19,Business,Branch,3675,Approved,
A000252,L000252,C000252,2023-03-15,2022-08-10,Personal,Agent,9174,Approved,
A000253,L000253,C000253,2022-03-12,2023-05-04,Education,Branch,5159,Approved,
A000254,L000254,C000254,2023-07-23,2020-11-14,Personal,Branch,981,Approved,
A000255,L000255,C000255,2020-09-04,2022-01-09,Home Renovation,Branch,3547,Approved,
A000256,L000256,C000256,2021-12-06,2023-11-25,Personal,Online,2757,Approved,
A000257,L000257,C000257,2019-11-18,2022-12-02,Business,Agent,5945,Approved,
A000258,L000258,C000258,2024-09-18,2022-04-21,Home Renovation,Online,7182,Approved,
A000259,L000259,C000259,2019-01-30,2022-02-22,Business,Agent,3768,Approved,
A000260,L000260,C000260,2024-07-26,2022-05-27,Home Renovation,Branch,7966,Approved,
A000261,L000261,C000261,2021-01-06,2023-01-13,Vehicle,Online,6200,Approved,
A000262,L000262,C000262,2020-01-29,2023-09-06,Personal,Online,8171,Approved,
A000263,L000263,C000263,2024-12-31,2020-12-13,Home Renovation,Agent,3788,Approved,
A000264,L000264,C000264,2022-07-13,2020-09-01,Personal,Online,6759,Approved,
A000265,L000265,C000265,2024-01-31,2022-12-28,Education,Agent,3239,Approved,
A000266,L000266,C000266,2023-05-11,2020-03-12,Education,Branch,3970,Approved,
A000267,L000267,C000267,2022-05-31,2021-04-05,Personal,Online,2331,Approved,
A000268,L000268,C000268,2024-03-02,2020-11-21,Personal,Agent,5684,Approved,
A000269,L000269,C000269,2019-06-13,2021-07-04,Personal,Agent,2305,Approved,
A000270,L000270,C000270,2021-11-15,2022-07-15,Education,Agent,8144,Approved,
A000271,L000271,C000271,2019-03-24,2024-01-28,Home Renovation,Agent,7497,Approved,
A000272,L000272,C000272,2021-11-11,2020-11-17,Business,Agent,8669,Approved,
A000273,L000273,C000273,2022-06-28,2022-08-23,Business,Agent,6513,Approved,
A000274,L000274,C000274,2019-04-08,2023-06-12,Personal,Online,2920,Approved,
A000275,L000275,C000275,2023-07-15,2021-12-17,Personal,Online,6989,Approved,
A000276,L000276,C000276,2023-07-18,2022-02-24,Personal,Branch,7338,Approved,
A000277,L000277,C000277,2020-06-12,2021-08-07,Personal,Agent,9864,Approved,
A000278,L000278,C000278,2023-11-25,2023-08-24,Vehicle,Agent,7953,Approved,
A000279,L000279,C000279,2019-10-23,2022-03-04,Vehicle,Branch,8329,Approved,
A000280,L000280,C000280,2023-11-21,2022-02-23,Education,Online,6095,Approved,
A000281,L000281,C000281,2024-06-14,2024-05-22,Vehicle,Agent,2326,Approved,
A000282,L000282,C000282,2023-11-19,2022-04-28,Business,Online,2959,Approved,
A000283,L000283,C000283,2022-09-09,2023-06-25,Vehicle,Online,6063,Approved,
A000284,L000284,C000284,2021-02-28,2023-06-16,Home Renovation,Agent,8952,Approved,
A000285,L000285,C000285,2023-12-25,2023-04-28,Education,Agent,6190,Approved,
A000286,L000286,C000286,2024-01-15,2024-10-10,Education,Online,4878,Approved,
A000287,L000287,C000287,2023-10-28,2021-07-20,Education,Agent,1039,Approved,
A000288,L000288,C000288,2019-12-27,2021-06-10,Home Renovation,Agent,4869,Approved,
A000289,L000289,C000289,2021-02-24,2023-12-08,Education,Agent,5423,Approved,
A000290,L000290,C000290,2023-04-13,2023-06-14,Home Renovation,Agent,3700,Approved,
A000291,L000291,C000291,2019-10-03,2022-01-03,Vehicle,Online,2500,Approved,
A000292,L000292,C000292,2021-02-05,2021-04-01,Vehicle,Online,4190,Approved,
A000293,L000293,C000293,2020-05-19,2022-02-23,Home Renovation,Agent,7091,Approved,
A000294,L000294,C000294,2023-06-28,2020-06-07,Home Renovation,Agent,2161,Approved,
A000295,L000295,C000295,2021-12-31,2024-10-09,Personal,Branch,8657,Approved,
A000296,L000296,C000296,2020-07-09,2023-01-06,Vehicle,Agent,1269,Approved,
A000297,L000297,C000297,2021-12-28,2024-12-22,Home Renovation,Agent,5027,Approved,
A000298,L000298,C000298,2020-07-25,2024-10-12,Education,Online,8709,Approved,
A000299,L000299,C000299,2020-07-03,2023-09-15,Home Renovation,Branch,6589,Approved,
A000300,L000300,C000300,2022-04-06,2021-09-08,Vehicle,Agent,1699,Approved,
A000301,L000301,C000301,2021-01-11,2021-06-17,Business,Agent,6515,Approved,
A000302,L000302,C000302,2021-11-10,2021-06-12,Personal,Agent,991,Approved,
A000303,L000303,C000303,2024-08-19,2020-06-11,Personal,Branch,8880,Approved,
A000304,L000304,C000304,2022-02-28,2024-06-18,Education,Online,1822,Approved,
A000305,L000305,C000305,2023-12-21,2020-09-19,Vehicle,Agent,4478,Approved,
A000306,L000306,C000306,2024-10-27,2022-11-29,Personal,Online,6390,Approved,
A000307,L000307,C000307,2019-09-19,2022-01-11,Education,Online,9687,Approved,
A000308,L000308,C000308,2024-08-07,2022-04-23,Business,Branch,3667,Approved,
A000309,L000309,C000309,2023-03-02,2021-11-11,Education,Agent,5708,Approved,
A000310,L000310,C000310,2019-11-28,2024-09-09,Vehicle,Branch,5123,Approved,
A000311,L000311,C000311,2024-08-03,2022-03-22,Vehicle,Online,7368,Approved,
A000312,L000312,C000312,2023-06-28,2022-03-06,Education,Agent,5437,Approved,
A000313,L000313,C000313,2021-10-07,2020-12-30,Education,Agent,5425,Approved,
A000314,L000314,C000314,2022-12-14,2021-08-18,Personal,Branch,9407,Approved,
A000315,L000315,C000315,2024-10-15,2020-12-23,Home Renovation,Branch,7736,Approved,
A000316,L000316,C000316,2022-03-25,2020-08-16,Education,Online,4270,Approved,
A000317,L000317,C000317,2022-10-27,2024-06-16,Personal,Online,6701,Approved,
A000318,L000318,C000318,2023-05-29,2023-02-24,Personal,Branch,2907,Approved,
A000319,L000319,C000319,2020-03-13,2021-02-23,Personal,Branch,4346,Approved,
A000320,L000320,C000320,2020-04-17,2021-05-05,Vehicle,Online,3229,Approved,
A000321,L000321,C000321,2022-09-15,2023-10-22,Personal,Agent,8359,Approved,
A000322,L000322,C000322,2021-03-09,2021-10-14,Business,Agent,3076,Approved,
A000323,L000323,C000323,2021-01-13,2021-02-02,Education,Agent,3190,Approved,
A000324,L000324,C000324,2020-01-04,2022-02-18,Vehicle,Branch,3971,Approved,
A000325,L000325,C000325,2023-10-24,2024-12-24,Personal,Branch,2979,Approved,
A000326,L000326,C000326,2021-06-14,2021-03-10,Personal,Branch,9832,Approved,
A000327,L000327,C000327,2024-01-01,2023-05-30,Vehicle,Online,8163,Approved,
